ID,x,y,z
112,-148.45364272999998,-59.879414797546914,0.07
113,-148.45364272999998,-59.879414797546914,0.06
114,-150.487254275,-56.35709628004415,0.07
115,-150.487254275,-56.35709628004415,0.06
116,-148.45364272999998,-52.83477776254139,0.07
117,-148.45364272999998,-52.83477776254139,0.06
118,-150.487254275,-49.31245924503864,0.07
119,-150.487254275,-49.31245924503864,0.06
120,-148.45364272999998,-45.790140727535885,0.07
121,-148.45364272999998,-45.790140727535885,0.06
122,-150.487254275,-42.26782221003312,0.07
123,-150.487254275,-42.26782221003312,0.06
124,-148.45364272999998,-38.745503692530356,0.07
125,-148.45364272999998,-38.745503692530356,0.06
126,-150.487254275,-35.223185175027595,0.07
127,-150.487254275,-35.223185175027595,0.06
128,-148.45364272999998,-31.700866657524838,0.07
129,-148.45364272999998,-31.700866657524838,0.06
130,-150.487254275,-28.178548140022077,0.07
131,-150.487254275,-28.178548140022077,0.06
132,-148.45364272999998,-24.65622962251932,0.07
133,-148.45364272999998,-24.65622962251932,0.06
134,-150.487254275,-21.13391110501656,0.07
135,-150.487254275,-21.13391110501656,0.06
136,-148.45364272999998,-17.611592587513798,0.07
137,-148.45364272999998,-17.611592587513798,0.06
138,-150.487254275,-14.089274070011038,0.07
139,-150.487254275,-14.089274070011038,0.06
140,-148.45364272999998,-10.56695555250828,0.07
141,-148.45364272999998,-10.56695555250828,0.06
142,-150.487254275,-7.044637035005519,0.07
143,-150.487254275,-7.044637035005519,0.06
144,-148.45364272999998,-3.5223185175027596,0.07
145,-148.45364272999998,-3.5223185175027596,0.06
146,-150.487254275,0.0,0.07
147,-150.487254275,0.0,0.06
148,-148.45364272999998,3.5223185175027596,0.07
149,-148.45364272999998,3.5223185175027596,0.06
150,-150.487254275,7.044637035005519,0.07
151,-150.487254275,7.044637035005519,0.06
152,-148.45364272999998,10.56695555250828,0.07
153,-148.45364272999998,10.56695555250828,0.06
154,-150.487254275,14.089274070011038,0.07
155,-150.487254275,14.089274070011038,0.06
156,-148.45364272999998,17.611592587513798,0.07
157,-148.45364272999998,17.611592587513798,0.06
158,-150.487254275,21.13391110501656,0.07
159,-150.487254275,21.13391110501656,0.06
160,-148.45364272999998,24.65622962251932,0.07
161,-148.45364272999998,24.65622962251932,0.06
162,-150.487254275,28.178548140022077,0.07
163,-150.487254275,28.178548140022077,0.06
164,-148.45364272999998,31.700866657524838,0.07
165,-148.45364272999998,31.700866657524838,0.06
166,-150.487254275,35.223185175027595,0.07
167,-150.487254275,35.223185175027595,0.06
168,-148.45364272999998,38.745503692530356,0.07
169,-148.45364272999998,38.745503692530356,0.06
170,-150.487254275,42.26782221003312,0.07
171,-150.487254275,42.26782221003312,0.06
172,-148.45364272999998,45.790140727535885,0.07
173,-148.45364272999998,45.790140727535885,0.06
174,-150.487254275,49.31245924503864,0.07
175,-150.487254275,49.31245924503864,0.06
176,-148.45364272999998,52.83477776254139,0.07
177,-148.45364272999998,52.83477776254139,0.06
178,-150.487254275,56.35709628004415,0.07
179,-150.487254275,56.35709628004415,0.06
180,-148.45364272999998,59.879414797546914,0.07
181,-148.45364272999998,59.879414797546914,0.06
182,-144.386419642,-66.92405183255244,0.07
183,-144.386419642,-66.92405183255244,0.06
184,-146.420031186,-63.401733315049675,0.07
185,-146.420031186,-63.401733315049675,0.06
186,-144.386419642,-59.879414797546914,0.07
187,-144.386419642,-59.879414797546914,0.06
188,-146.420031186,-56.35709628004415,0.07
189,-146.420031186,-56.35709628004415,0.06
190,-144.386419642,-52.83477776254139,0.07
191,-144.386419642,-52.83477776254139,0.06
192,-146.420031186,-49.31245924503864,0.07
193,-146.420031186,-49.31245924503864,0.06
194,-144.386419642,-45.790140727535885,0.07
195,-144.386419642,-45.790140727535885,0.06
196,-146.420031186,-42.26782221003312,0.07
197,-146.420031186,-42.26782221003312,0.06
198,-144.386419642,-38.745503692530356,0.07
199,-144.386419642,-38.745503692530356,0.06
200,-146.420031186,-35.223185175027595,0.07
201,-146.420031186,-35.223185175027595,0.06
202,-144.386419642,-31.700866657524838,0.07
203,-144.386419642,-31.700866657524838,0.06
204,-146.420031186,-28.178548140022077,0.07
205,-146.420031186,-28.178548140022077,0.06
206,-144.386419642,-24.65622962251932,0.07
207,-144.386419642,-24.65622962251932,0.06
208,-146.420031186,-21.13391110501656,0.07
209,-146.420031186,-21.13391110501656,0.06
210,-144.386419642,-17.611592587513798,0.07
211,-144.386419642,-17.611592587513798,0.06
212,-146.420031186,-14.089274070011038,0.07
213,-146.420031186,-14.089274070011038,0.06
214,-144.386419642,-10.56695555250828,0.07
215,-144.386419642,-10.56695555250828,0.06
216,-146.420031186,-7.044637035005519,0.07
217,-146.420031186,-7.044637035005519,0.06
218,-144.386419642,-3.5223185175027596,0.07
219,-144.386419642,-3.5223185175027596,0.06
220,-146.420031186,0.0,0.07
221,-146.420031186,0.0,0.06
222,-144.386419642,3.5223185175027596,0.07
223,-144.386419642,3.5223185175027596,0.06
224,-146.420031186,7.044637035005519,0.07
225,-146.420031186,7.044637035005519,0.06
226,-144.386419642,10.56695555250828,0.07
227,-144.386419642,10.56695555250828,0.06
228,-146.420031186,14.089274070011038,0.07
229,-146.420031186,14.089274070011038,0.06
230,-144.386419642,17.611592587513798,0.07
231,-144.386419642,17.611592587513798,0.06
232,-146.420031186,21.13391110501656,0.07
233,-146.420031186,21.13391110501656,0.06
234,-144.386419642,24.65622962251932,0.07
235,-144.386419642,24.65622962251932,0.06
236,-146.420031186,28.178548140022077,0.07
237,-146.420031186,28.178548140022077,0.06
238,-144.386419642,31.700866657524838,0.07
239,-144.386419642,31.700866657524838,0.06
240,-146.420031186,35.223185175027595,0.07
241,-146.420031186,35.223185175027595,0.06
242,-144.386419642,38.745503692530356,0.07
243,-144.386419642,38.745503692530356,0.06
244,-146.420031186,42.26782221003312,0.07
245,-146.420031186,42.26782221003312,0.06
246,-144.386419642,45.790140727535885,0.07
247,-144.386419642,45.790140727535885,0.06
248,-146.420031186,49.31245924503864,0.07
249,-146.420031186,49.31245924503864,0.06
250,-144.386419642,52.83477776254139,0.07
251,-144.386419642,52.83477776254139,0.06
252,-146.420031186,56.35709628004415,0.07
253,-146.420031186,56.35709628004415,0.06
254,-144.386419642,59.879414797546914,0.07
255,-144.386419642,59.879414797546914,0.06
256,-146.420031186,63.401733315049675,0.07
257,-146.420031186,63.401733315049675,0.06
258,-144.386419642,66.92405183255244,0.07
259,-144.386419642,66.92405183255244,0.06
260,-140.319196553,-73.96868886755796,0.07
261,-140.319196553,-73.96868886755796,0.06
262,-142.352808098,-70.44637035005519,0.07
263,-142.352808098,-70.44637035005519,0.06
264,-140.319196553,-66.92405183255244,0.07
265,-140.319196553,-66.92405183255244,0.06
266,-142.352808098,-63.401733315049675,0.07
267,-142.352808098,-63.401733315049675,0.06
268,-140.319196553,-59.879414797546914,0.07
269,-140.319196553,-59.879414797546914,0.06
270,-142.352808098,-56.35709628004415,0.07
271,-142.352808098,-56.35709628004415,0.06
272,-140.319196553,-52.83477776254139,0.07
273,-140.319196553,-52.83477776254139,0.06
274,-142.352808098,-49.31245924503864,0.07
275,-142.352808098,-49.31245924503864,0.06
276,-140.319196553,-45.790140727535885,0.07
277,-140.319196553,-45.790140727535885,0.06
278,-142.352808098,-42.26782221003312,0.07
279,-142.352808098,-42.26782221003312,0.06
280,-140.319196553,-38.745503692530356,0.07
281,-140.319196553,-38.745503692530356,0.06
282,-142.352808098,-35.223185175027595,0.07
283,-142.352808098,-35.223185175027595,0.06
284,-140.319196553,-31.700866657524838,0.07
285,-140.319196553,-31.700866657524838,0.06
286,-142.352808098,-28.178548140022077,0.07
287,-142.352808098,-28.178548140022077,0.06
288,-140.319196553,-24.65622962251932,0.07
289,-140.319196553,-24.65622962251932,0.06
290,-142.352808098,-21.13391110501656,0.07
291,-142.352808098,-21.13391110501656,0.06
292,-140.319196553,-17.611592587513798,0.07
293,-140.319196553,-17.611592587513798,0.06
294,-142.352808098,-14.089274070011038,0.07
295,-142.352808098,-14.089274070011038,0.06
296,-140.319196553,-10.56695555250828,0.07
297,-140.319196553,-10.56695555250828,0.06
298,-142.352808098,-7.044637035005519,0.07
299,-142.352808098,-7.044637035005519,0.06
300,-140.319196553,-3.5223185175027596,0.07
301,-140.319196553,-3.5223185175027596,0.06
302,-142.352808098,0.0,0.07
303,-142.352808098,0.0,0.06
304,-140.319196553,3.5223185175027596,0.07
305,-140.319196553,3.5223185175027596,0.06
306,-142.352808098,7.044637035005519,0.07
307,-142.352808098,7.044637035005519,0.06
308,-140.319196553,10.56695555250828,0.07
309,-140.319196553,10.56695555250828,0.06
310,-142.352808098,14.089274070011038,0.07
311,-142.352808098,14.089274070011038,0.06
312,-140.319196553,17.611592587513798,0.07
313,-140.319196553,17.611592587513798,0.06
314,-142.352808098,21.13391110501656,0.07
315,-142.352808098,21.13391110501656,0.06
316,-140.319196553,24.65622962251932,0.07
317,-140.319196553,24.65622962251932,0.06
318,-142.352808098,28.178548140022077,0.07
319,-142.352808098,28.178548140022077,0.06
320,-140.319196553,31.700866657524838,0.07
321,-140.319196553,31.700866657524838,0.06
322,-142.352808098,35.223185175027595,0.07
323,-142.352808098,35.223185175027595,0.06
324,-140.319196553,38.745503692530356,0.07
325,-140.319196553,38.745503692530356,0.06
326,-142.352808098,42.26782221003312,0.07
327,-142.352808098,42.26782221003312,0.06
328,-140.319196553,45.790140727535885,0.07
329,-140.319196553,45.790140727535885,0.06
330,-142.352808098,49.31245924503864,0.07
331,-142.352808098,49.31245924503864,0.06
332,-140.319196553,52.83477776254139,0.07
333,-140.319196553,52.83477776254139,0.06
334,-142.352808098,56.35709628004415,0.07
335,-142.352808098,56.35709628004415,0.06
336,-140.319196553,59.879414797546914,0.07
337,-140.319196553,59.879414797546914,0.06
338,-142.352808098,63.401733315049675,0.07
339,-142.352808098,63.401733315049675,0.06
340,-140.319196553,66.92405183255244,0.07
341,-140.319196553,66.92405183255244,0.06
342,-142.352808098,70.44637035005519,0.07
343,-142.352808098,70.44637035005519,0.06
344,-140.319196553,73.96868886755796,0.07
345,-140.319196553,73.96868886755796,0.06
346,-136.251973465,-81.01332590256347,0.07
347,-136.251973465,-81.01332590256347,0.06
348,-138.28558500900002,-77.49100738506071,0.07
349,-138.28558500900002,-77.49100738506071,0.06
350,-136.251973465,-73.96868886755796,0.07
351,-136.251973465,-73.96868886755796,0.06
352,-138.28558500900002,-70.44637035005519,0.07
353,-138.28558500900002,-70.44637035005519,0.06
354,-136.251973465,-66.92405183255244,0.07
355,-136.251973465,-66.92405183255244,0.06
356,-138.28558500900002,-63.401733315049675,0.07
357,-138.28558500900002,-63.401733315049675,0.06
358,-136.251973465,-59.879414797546914,0.07
359,-136.251973465,-59.879414797546914,0.06
360,-138.28558500900002,-56.35709628004415,0.07
361,-138.28558500900002,-56.35709628004415,0.06
362,-136.251973465,-52.83477776254139,0.07
363,-136.251973465,-52.83477776254139,0.06
364,-138.28558500900002,-49.31245924503864,0.07
365,-138.28558500900002,-49.31245924503864,0.06
366,-136.251973465,-45.790140727535885,0.07
367,-136.251973465,-45.790140727535885,0.06
368,-138.28558500900002,-42.26782221003312,0.07
369,-138.28558500900002,-42.26782221003312,0.06
370,-136.251973465,-38.745503692530356,0.07
371,-136.251973465,-38.745503692530356,0.06
372,-138.28558500900002,-35.223185175027595,0.07
373,-138.28558500900002,-35.223185175027595,0.06
374,-136.251973465,-31.700866657524838,0.07
375,-136.251973465,-31.700866657524838,0.06
376,-138.28558500900002,-28.178548140022077,0.07
377,-138.28558500900002,-28.178548140022077,0.06
378,-136.251973465,-24.65622962251932,0.07
379,-136.251973465,-24.65622962251932,0.06
380,-138.28558500900002,-21.13391110501656,0.07
381,-138.28558500900002,-21.13391110501656,0.06
382,-136.251973465,-17.611592587513798,0.07
383,-136.251973465,-17.611592587513798,0.06
384,-138.28558500900002,-14.089274070011038,0.07
385,-138.28558500900002,-14.089274070011038,0.06
386,-136.251973465,-10.56695555250828,0.07
387,-136.251973465,-10.56695555250828,0.06
388,-138.28558500900002,-7.044637035005519,0.07
389,-138.28558500900002,-7.044637035005519,0.06
390,-136.251973465,-3.5223185175027596,0.07
391,-136.251973465,-3.5223185175027596,0.06
392,-138.28558500900002,0.0,0.07
393,-138.28558500900002,0.0,0.06
394,-136.251973465,3.5223185175027596,0.07
395,-136.251973465,3.5223185175027596,0.06
396,-138.28558500900002,7.044637035005519,0.07
397,-138.28558500900002,7.044637035005519,0.06
398,-136.251973465,10.56695555250828,0.07
399,-136.251973465,10.56695555250828,0.06
400,-138.28558500900002,14.089274070011038,0.07
401,-138.28558500900002,14.089274070011038,0.06
402,-136.251973465,17.611592587513798,0.07
403,-136.251973465,17.611592587513798,0.06
404,-138.28558500900002,21.13391110501656,0.07
405,-138.28558500900002,21.13391110501656,0.06
406,-136.251973465,24.65622962251932,0.07
407,-136.251973465,24.65622962251932,0.06
408,-138.28558500900002,28.178548140022077,0.07
409,-138.28558500900002,28.178548140022077,0.06
410,-136.251973465,31.700866657524838,0.07
411,-136.251973465,31.700866657524838,0.06
412,-138.28558500900002,35.223185175027595,0.07
413,-138.28558500900002,35.223185175027595,0.06
414,-136.251973465,38.745503692530356,0.07
415,-136.251973465,38.745503692530356,0.06
416,-138.28558500900002,42.26782221003312,0.07
417,-138.28558500900002,42.26782221003312,0.06
418,-136.251973465,45.790140727535885,0.07
419,-136.251973465,45.790140727535885,0.06
420,-138.28558500900002,49.31245924503864,0.07
421,-138.28558500900002,49.31245924503864,0.06
422,-136.251973465,52.83477776254139,0.07
423,-136.251973465,52.83477776254139,0.06
424,-138.28558500900002,56.35709628004415,0.07
425,-138.28558500900002,56.35709628004415,0.06
426,-136.251973465,59.879414797546914,0.07
427,-136.251973465,59.879414797546914,0.06
428,-138.28558500900002,63.401733315049675,0.07
429,-138.28558500900002,63.401733315049675,0.06
430,-136.251973465,66.92405183255244,0.07
431,-136.251973465,66.92405183255244,0.06
432,-138.28558500900002,70.44637035005519,0.07
433,-138.28558500900002,70.44637035005519,0.06
434,-136.251973465,73.96868886755796,0.07
435,-136.251973465,73.96868886755796,0.06
436,-138.28558500900002,77.49100738506071,0.07
437,-138.28558500900002,77.49100738506071,0.06
438,-136.251973465,81.01332590256347,0.07
439,-136.251973465,81.01332590256347,0.06
440,-132.18475037599998,-88.05796293756899,0.07
441,-132.18475037599998,-88.05796293756899,0.06
442,-134.218361921,-84.53564442006623,0.07
443,-134.218361921,-84.53564442006623,0.06
444,-132.18475037599998,-81.01332590256347,0.07
445,-132.18475037599998,-81.01332590256347,0.06
446,-134.218361921,-77.49100738506071,0.07
447,-134.218361921,-77.49100738506071,0.06
448,-132.18475037599998,-73.96868886755796,0.07
449,-132.18475037599998,-73.96868886755796,0.06
450,-134.218361921,-70.44637035005519,0.07
451,-134.218361921,-70.44637035005519,0.06
452,-132.18475037599998,-66.92405183255244,0.07
453,-132.18475037599998,-66.92405183255244,0.06
454,-134.218361921,-63.401733315049675,0.07
455,-134.218361921,-63.401733315049675,0.06
456,-132.18475037599998,-59.879414797546914,0.07
457,-132.18475037599998,-59.879414797546914,0.06
458,-134.218361921,-56.35709628004415,0.07
459,-134.218361921,-56.35709628004415,0.06
460,-132.18475037599998,-52.83477776254139,0.07
461,-132.18475037599998,-52.83477776254139,0.06
462,-134.218361921,-49.31245924503864,0.07
463,-134.218361921,-49.31245924503864,0.06
464,-132.18475037599998,-45.790140727535885,0.07
465,-132.18475037599998,-45.790140727535885,0.06
466,-134.218361921,-42.26782221003312,0.07
467,-134.218361921,-42.26782221003312,0.06
468,-132.18475037599998,-38.745503692530356,0.07
469,-132.18475037599998,-38.745503692530356,0.06
470,-134.218361921,-35.223185175027595,0.07
471,-134.218361921,-35.223185175027595,0.06
472,-132.18475037599998,-31.700866657524838,0.07
473,-132.18475037599998,-31.700866657524838,0.06
474,-134.218361921,-28.178548140022077,0.07
475,-134.218361921,-28.178548140022077,0.06
476,-132.18475037599998,-24.65622962251932,0.07
477,-132.18475037599998,-24.65622962251932,0.06
478,-134.218361921,-21.13391110501656,0.07
479,-134.218361921,-21.13391110501656,0.06
480,-132.18475037599998,-17.611592587513798,0.07
481,-132.18475037599998,-17.611592587513798,0.06
482,-134.218361921,-14.089274070011038,0.07
483,-134.218361921,-14.089274070011038,0.06
484,-132.18475037599998,-10.56695555250828,0.07
485,-132.18475037599998,-10.56695555250828,0.06
486,-134.218361921,-7.044637035005519,0.07
487,-134.218361921,-7.044637035005519,0.06
488,-132.18475037599998,-3.5223185175027596,0.07
489,-132.18475037599998,-3.5223185175027596,0.06
490,-134.218361921,0.0,0.07
491,-134.218361921,0.0,0.06
492,-132.18475037599998,3.5223185175027596,0.07
493,-132.18475037599998,3.5223185175027596,0.06
494,-134.218361921,7.044637035005519,0.07
495,-134.218361921,7.044637035005519,0.06
496,-132.18475037599998,10.56695555250828,0.07
497,-132.18475037599998,10.56695555250828,0.06
498,-134.218361921,14.089274070011038,0.07
499,-134.218361921,14.089274070011038,0.06
500,-132.18475037599998,17.611592587513798,0.07
501,-132.18475037599998,17.611592587513798,0.06
502,-134.218361921,21.13391110501656,0.07
503,-134.218361921,21.13391110501656,0.06
504,-132.18475037599998,24.65622962251932,0.07
505,-132.18475037599998,24.65622962251932,0.06
506,-134.218361921,28.178548140022077,0.07
507,-134.218361921,28.178548140022077,0.06
508,-132.18475037599998,31.700866657524838,0.07
509,-132.18475037599998,31.700866657524838,0.06
510,-134.218361921,35.223185175027595,0.07
511,-134.218361921,35.223185175027595,0.06
512,-132.18475037599998,38.745503692530356,0.07
513,-132.18475037599998,38.745503692530356,0.06
514,-134.218361921,42.26782221003312,0.07
515,-134.218361921,42.26782221003312,0.06
516,-132.18475037599998,45.790140727535885,0.07
517,-132.18475037599998,45.790140727535885,0.06
518,-134.218361921,49.31245924503864,0.07
519,-134.218361921,49.31245924503864,0.06
520,-132.18475037599998,52.83477776254139,0.07
521,-132.18475037599998,52.83477776254139,0.06
522,-134.218361921,56.35709628004415,0.07
523,-134.218361921,56.35709628004415,0.06
524,-132.18475037599998,59.879414797546914,0.07
525,-132.18475037599998,59.879414797546914,0.06
526,-134.218361921,63.401733315049675,0.07
527,-134.218361921,63.401733315049675,0.06
528,-132.18475037599998,66.92405183255244,0.07
529,-132.18475037599998,66.92405183255244,0.06
530,-134.218361921,70.44637035005519,0.07
531,-134.218361921,70.44637035005519,0.06
532,-132.18475037599998,73.96868886755796,0.07
533,-132.18475037599998,73.96868886755796,0.06
534,-134.218361921,77.49100738506071,0.07
535,-134.218361921,77.49100738506071,0.06
536,-132.18475037599998,81.01332590256347,0.07
537,-132.18475037599998,81.01332590256347,0.06
538,-134.218361921,84.53564442006623,0.07
539,-134.218361921,84.53564442006623,0.06
540,-132.18475037599998,88.05796293756899,0.07
541,-132.18475037599998,88.05796293756899,0.06
542,-128.117527288,-95.10259997257452,0.07
543,-128.117527288,-95.10259997257452,0.06
544,-130.151138832,-91.58028145507177,0.07
545,-130.151138832,-91.58028145507177,0.06
546,-128.117527288,-88.05796293756899,0.07
547,-128.117527288,-88.05796293756899,0.06
548,-130.151138832,-84.53564442006623,0.07
549,-130.151138832,-84.53564442006623,0.06
550,-128.117527288,-81.01332590256347,0.07
551,-128.117527288,-81.01332590256347,0.06
552,-130.151138832,-77.49100738506071,0.07
553,-130.151138832,-77.49100738506071,0.06
554,-128.117527288,-73.96868886755796,0.07
555,-128.117527288,-73.96868886755796,0.06
556,-130.151138832,-70.44637035005519,0.07
557,-130.151138832,-70.44637035005519,0.06
558,-128.117527288,-66.92405183255244,0.07
559,-128.117527288,-66.92405183255244,0.06
560,-130.151138832,-63.401733315049675,0.07
561,-130.151138832,-63.401733315049675,0.06
562,-128.117527288,-59.879414797546914,0.07
563,-128.117527288,-59.879414797546914,0.06
564,-130.151138832,-56.35709628004415,0.07
565,-130.151138832,-56.35709628004415,0.06
566,-128.117527288,-52.83477776254139,0.07
567,-128.117527288,-52.83477776254139,0.06
568,-130.151138832,-49.31245924503864,0.07
569,-130.151138832,-49.31245924503864,0.06
570,-128.117527288,-45.790140727535885,0.07
571,-128.117527288,-45.790140727535885,0.06
572,-130.151138832,-42.26782221003312,0.07
573,-130.151138832,-42.26782221003312,0.06
574,-128.117527288,-38.745503692530356,0.07
575,-128.117527288,-38.745503692530356,0.06
576,-130.151138832,-35.223185175027595,0.07
577,-130.151138832,-35.223185175027595,0.06
578,-128.117527288,-31.700866657524838,0.07
579,-128.117527288,-31.700866657524838,0.06
580,-130.151138832,-28.178548140022077,0.07
581,-130.151138832,-28.178548140022077,0.06
582,-128.117527288,-24.65622962251932,0.07
583,-128.117527288,-24.65622962251932,0.06
584,-130.151138832,-21.13391110501656,0.07
585,-130.151138832,-21.13391110501656,0.06
586,-128.117527288,-17.611592587513798,0.07
587,-128.117527288,-17.611592587513798,0.06
588,-130.151138832,-14.089274070011038,0.07
589,-130.151138832,-14.089274070011038,0.06
590,-128.117527288,-10.56695555250828,0.07
591,-128.117527288,-10.56695555250828,0.06
592,-130.151138832,-7.044637035005519,0.07
593,-130.151138832,-7.044637035005519,0.06
594,-128.117527288,-3.5223185175027596,0.07
595,-128.117527288,-3.5223185175027596,0.06
596,-130.151138832,0.0,0.07
597,-130.151138832,0.0,0.06
598,-128.117527288,3.5223185175027596,0.07
599,-128.117527288,3.5223185175027596,0.06
600,-130.151138832,7.044637035005519,0.07
601,-130.151138832,7.044637035005519,0.06
602,-128.117527288,10.56695555250828,0.07
603,-128.117527288,10.56695555250828,0.06
604,-130.151138832,14.089274070011038,0.07
605,-130.151138832,14.089274070011038,0.06
606,-128.117527288,17.611592587513798,0.07
607,-128.117527288,17.611592587513798,0.06
608,-130.151138832,21.13391110501656,0.07
609,-130.151138832,21.13391110501656,0.06
610,-128.117527288,24.65622962251932,0.07
611,-128.117527288,24.65622962251932,0.06
612,-130.151138832,28.178548140022077,0.07
613,-130.151138832,28.178548140022077,0.06
614,-128.117527288,31.700866657524838,0.07
615,-128.117527288,31.700866657524838,0.06
616,-130.151138832,35.223185175027595,0.07
617,-130.151138832,35.223185175027595,0.06
618,-128.117527288,38.745503692530356,0.07
619,-128.117527288,38.745503692530356,0.06
620,-130.151138832,42.26782221003312,0.07
621,-130.151138832,42.26782221003312,0.06
622,-128.117527288,45.790140727535885,0.07
623,-128.117527288,45.790140727535885,0.06
624,-130.151138832,49.31245924503864,0.07
625,-130.151138832,49.31245924503864,0.06
626,-128.117527288,52.83477776254139,0.07
627,-128.117527288,52.83477776254139,0.06
628,-130.151138832,56.35709628004415,0.07
629,-130.151138832,56.35709628004415,0.06
630,-128.117527288,59.879414797546914,0.07
631,-128.117527288,59.879414797546914,0.06
632,-130.151138832,63.401733315049675,0.07
633,-130.151138832,63.401733315049675,0.06
634,-128.117527288,66.92405183255244,0.07
635,-128.117527288,66.92405183255244,0.06
